hour,nl_node_0,nl_node_1,nl_node_2,nl_node_3,nl_node_4,nl_node_5,nl_node_6,nl_node_7,nl_node_8,nl_node_9,nl_node_10,nl_node_11,nl_node_12,nl_node_13,nl_node_14,nl_node_15,nl_node_16,nl_node_17,nl_node_18
223,0.0017327328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
224,0.0025989812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
225,0.0191209413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
226,0.0356429013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
227,0.0521648614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
228,0.0633560075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
229,0.0745471536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
230,0.0857382998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
231,0.0673962977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
232,0.0490545317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
233,0.0307125297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
234,0.0205464402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
235,0.0103803508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
236,0.0002142614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
237,0.000144886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
238,7.55106219906428E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
239,0.000006088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
240,4.05869593199705E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
241,2.03170767293573E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
244,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
246,0.0018766749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
247,0.0037535858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
248,0.0056302608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
249,0.0359458877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
250,0.0662615147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
251,0.0965771416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
252,0.1021401507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
253,0.1077031599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
254,0.113266169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
255,0.086815742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
256,0.0603655509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
257,0.0339151239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
258,0.0227161908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
259,0.0115170216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
260,0.0003180885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
261,0.0002241722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
262,0.0001302558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
263,3.63394868329969E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
264,3.02042487962571E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
265,0.000024305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
266,1.82877287633588E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
267,1.21760877959912E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
268,0.000006088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
269,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
270,0.0034008096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
